label,text
Flaunt,i was the best salesperson in the store
Complain,this isnt the company i signed up to work for after they drove my family hardware store out of business
Criticize,eric i told you you cant just let anybody into my house
Apologise,he brings that up a lot im sorry
Care,everything all right
Apologise,sorry just a little nervous
Inform,hey they still have some
Complain,i work here to hours a day so im missing a lot of time with her
Criticize,hes lying right now because he stole the stuff
Flaunt,im pretty good at hiding things
Complain,my husbands being such a b munch right now
Leave,okay bye
Prevent,no no no janet dont hang up
Inform,attention cloud shoppers and employees i uh i just wanted to take this moment
Praise,yeah its nice
Complain,theyre not really known for their customer service
Prevent,well then lets all stop annoying each other
Flaunt,that i actually ended up suppressing votes
Complain,its not cool its not funny and its starting to make people uncomfortable
Thank,thank you
Inform,im doing this new curbside thing
Ask for help,well i really need ice cream cones
Advise,you know it might be nice for parker to get some
Care,good are you sick
Inform,the reason im asking is we dont accept your insurance
Advise,ive got an idea fire her ass
Care,hey so whats the latest with operation
Praise,oh thats really great
Complain,ugh what a waste of money
Taunt,youre satan workers
Leave,cindy im gonna do that right now
Complain,and unfortunately it is supposed to rain
Inform,it makes about as much sense
Joke,im just gonna be a good old fashioned cowboy
Taunt,hes just a wuss whos still afraid of his parents
Praise,wow cool shirts
Apologise,sorry im late sorry
Taunt,is how a man manages to make it to without hitting puberty
Thank,anyway thank you for coming and talking to me
Advise,like you need to communicate better
Praise,love the socks by the way so thoughtful
Oppose,no no no its called multi level marketing
Introduce,this displays my masterpiece right here
Complain,how am i supposed to find worth of stuff to repair in one day theres just not that much stuff thats broken
Comfort,yeah it just takes practice
Praise,that was good breakthrough
Praise,this is great
Inform,hey youve got a thing coming up
Complain,amy us men of the store are tired of taking orders from a woman
Prevent,sandra you have to stop
Leave,i mean i do kind of have to go
Prevent,oh okay well yeah dont do not give him that
Inform,guys i sent carol to lunch so that we could talk about
Apologise,im sorry garrett
Criticize,your fault because the two of you dont know
Praise,thats a really good point
Joke,you know whos practically a walking glockenspiel
Thank,thank you but this is all wrong for chris
Oppose,no justine were supposed to be proving that mateo has good moral character
Praise,you have been working really hard lately
Arrange,guys carry me out come on lets go
Inform,hey rodriguez we have a problem
Inform,glenn has agreed to step back in as manager
Criticize,so you pegged me in the face with a yam
Thank,well thanks so much for showing us around jeff
Complain,oh my god she is the worst
Inform,were out of orange juice
Complain,i cant work for dan anymore
Care,everything good
Introduce,it has wi fi so you can upload right from your phone
Complain,yeah you sucked
Thank,um so anyway thanks again jerusha
Inform,okay guys the goal is not to fight
Agree,but hes right
Agree,okay
Inform,new daily email check
Complain,no it sucks
Inform,that he misses you all and he sends everyone his biggest warmest hug
Advise,you should have some rebound sex
Apologise,oh sorry
Complain,why should i be ashamed of having sex with you
Care,is your chair a little bit low
Praise,so good
Praise,thats so nice of her
Inform,a fully paid vacation day
Ask for help,but could you just step back like a teensy bit
Oppose,nope nope im not saying squat in anything called a safe space
Joke,oh seems like some raccoons definitely had sex in it
Praise,because hes actually perfect
Praise,that was so good
Leave,im out nope nope nope
Criticize,he just he wasnt listening
Inform,so no returns on food clothing or anything that looks open
Inform,anyway it looks as though we are stuck here tonight
Comfort,jonah relax its a party
Praise,that was a very nice thing you did
Inform,attention shoppers please gather
Care,what are you writing a note to someone
Comfort,everythings gonna be just fine
Comfort,might help you chill out girl
Inform,to like write down any bad or crazy things you did
Complain,why did i have a baby so late in life
Complain,they told me im not invited
Praise,your blouse is decent too
Leave,i love you thank you got to go bye
Inform,uh i just wanted to remind you all
Introduce,it takes out all the think work
Advise,hey any chance you guys could go talk
Apologise,im sorry
Advise,maybe consider buying a toy
Greet,hey kira hey everybody
Agree,okay got it
Praise,great job
Praise,yeah great
Leave,ill fill you in on the details later
Introduce,jonah simms from store
Inform,i work with your daughter dina at cloud
Apologise,s sorry everyone so sorry sorry
Praise,really cause i think it sounds cool
Comfort,dont worry about it
Ask for help,mateo could you give me a hand
Praise,oh the cardboard feels like velvet
Inform,so if any of you have been hanging out with marcus you should leave now
Joke,maybe after lunch you could do some brain surgery on me
Criticize,really this is how you care for a baby
Ask for help,hey so i couldnt find the movie hop to put on the tv in electronics
Complain,diabetes stinks
Advise,guys we shouldnt be talking
Advise,no we can just think about myrtle while we work
Apologise,i would like to apologize
Joke,its like im a makeup pimp
Thank,okay thank you
Leave,okay bye parker
Inform,dina we should get this thing started
Complain,i dont im spinning out today
Advise,why dont you look at the note wonder what that note says
Praise,im literally obsessed with you
Advise,then i suggest we ah
Comfort,but dont worry im not gonna give them anything
Advise,thought you might need something a little stronger
Criticize,i felt like you abandoned me
Inform,so babys fine its in a transverse position
Apologise,i sorry about all that
Leave,im gonna go now
Prevent,okay no more raising hands
Greet,hey
Care,are you mad at something far way
Oppose,thats dumb theres no zephra conspiracy
Thank,thank you
Complain,this has gone too far
Apologise,i dont know what this is but im sorry
Leave,im gonna take a quick lap say a few hellos
Praise,yes awesome lucky girl
Introduce,it also drills like super deep holes
Joke,uh hello glass ceiling
Greet,hey eric
Inform,next up were running short on reusable bags
Introduce,okay um here is parkers diaper bag
Praise,that cloud employees are the true heroes
Thank,thank you
Inform,welcome to cloud store s halloween official employee costume competition royale
Prevent,you cant tell your problems to glenn the floor supervisor
Leave,im gonna go um mingle with some other over there
Comfort,okay guys relax
Advise,why cant we just grab toys from the store
Taunt,oh i love it you should let it all down
Criticize,you just cant handle women lifting up other women
Complain,dina youre texting too much
Agree,uh yeah
Prevent,not to call me that in front of people
Advise,and i think its time that a man was in charge here
Complain,like anything you say shes just gonna twist to make it sound like glenns incompetent
Oppose,oh no no no no i dont mean hes not the dad like i was having an affair
Apologise,hey guys sorry im late but to kick things off
Inform,let me know if anything big happens
Criticize,and why did you throw it at my face
Complain,shes negative shes unpleasant
Apologise,yeah im sorry youre right
Flaunt,the glitter was my idea makes it look more magical right
Agree,yes
Flaunt,well ive been getting into making fancy lady gloves lately
Greet,hey lady
Arrange,i am putting you with the cleaning robot
Care,is that uh do you need do you need snacks
Prevent,oh absolutely not
Thank,okay thank you everybody for coming
Praise,you go back to being big boss lady
Thank,thanks amy i owe you one
Complain,i hate how they just keep looping the same halloween music over and over again
Inform,the store with the most combined steps by the end of the week wins lunch with the regional vice president
Inform,so new rule talking about our feelings is now encouraged
Complain,we barely even have time to text
Ask for help,can i return an item purchased at another store
Arrange,you can um start by uh highlighting these
Praise,i mean its so warm and soft
Criticize,i know youve been scamming the store for months
Praise,i still think this was a good idea
Criticize,you guys are working for satan arent you
Inform,i thought you all should know minutes ago at p m biscuit took her last breath
Prevent,n no dina come on its not like that
Introduce,hi amy its glenn
Agree,youre right
Criticize,youre being annoying
Inform,next rule always clock in on time
Complain,i even lost cheyenne and shed follow a balloon
Praise,oh you guys youre just such a cute
Praise,mm hmm yeah it was great
Inform,hey guys im sorry we have minutes
Greet,hi happy holidays
Apologise,im so sorry this is not at all what i was trying
Criticize,what the hell is wrong with you
Praise,shes good at this
Thank,thank you
Flaunt,and it went over great i booked three more weddings
Complain,g its bad stuff
Oppose,ladies its not like that
Inform,with coupons you save
Complain,im done getting tangled in the crazy of you people
Complain,i couldnt take the beeping noise anymore
Inform,im the one that broke into his locker
Praise,i i thought it was kind of sweet actually
Arrange,ooh yes thats a good one write that one down
Apologise,ah sorry im late
Taunt,god you have a creepy smile
Thank,thanks for being so supportive
Inform,in fact you are expected to carry them
Taunt,ugh nobodys buying it colleen
Taunt,shes a real monster huh
Care,everyone happy with their cereal
Criticize,i mean look this is your mistake
Complain,its so weird how they always have the most time to talk
Arrange,just tell em that nothings gonna change
Apologise,sorry to intrude
Apologise,well look im sorry about earlier
Inform,the cdc recommendation of washing your hands
Flaunt,im just one of those people that shines through the lens
Agree,oh yeah
Comfort,tough night huh
Taunt,or is your hearing starting to go
Thank,yes that would be great thank you just be careful
Inform,weve decided to accept your proposals in full
Leave,its go time
Advise,what if we gave walkie talkies to all the zone captains
Complain,this is like the fifth time theyve played this song today
Oppose,i never said fish and strawberries
Leave,i should get back to work
Inform,altogether youre looking at about
Praise,jonah you are the new prank king
Apologise,oh no im sorry i really didnt mean to
Joke,you were the baby jesus
Introduce,youll be working with this tony danza popcorn machine
Agree,okay youre in
Complain,ugh god our customers are animals
Introduce,dad this is garrett
Arrange,fascinating youre inside on checkouts
Introduce,im dinas dad howard
Inform,glenn did this to keep me out of his way
Arrange,okay those on curbside with me are simms
Inform,so were competing with all the other cloud s in the district
Arrange,you have to fix this now
Complain,you cant fit a whole minute break into just minutes
Prevent,dont ask to see them
Criticize,you two are a lazy waste of feet
Comfort,dina you cant really blame yourself
Criticize,oh garrett youre so stupid
Care,how are you doing
Greet,hey lady kelly
Comfort,oh dont worry sir
Complain,dina your voice is a smidge loud
Apologise,to show you how sorry we are
Arrange,go stall isabel and well go talk to jeff
Arrange,i need you to walk over there and take it back
Complain,and also getting to work in the morning can be tough for us so
Apologise,hey im really sorry about that
Agree,yep
Comfort,listen were gonna get through this
Leave,so i am gonna grab that coffee
Criticize,shes not running thing that well
Inform,yeah youre gonna have to fast on tuesday
Prevent,no jonah no
Introduce,no their theme is nautical but they got this western place for cheap
Oppose,yeah no im not gonna do that
Arrange,garrett could you take over for mateo please
Praise,and weve done a really good job
Care,oh my god are they dead
Criticize,sandra youre supposed to be on lookout
Thank,look i appreciate your enthusiasm
Advise,and you can tell him everything
Complain,come on thats just mean
Leave,you know what i dont wanna know
Complain,half the people got winded and just didnt make it out
Apologise,yeah dina im sorry no offense
Complain,youre exuding like a wet heat
Inform,so no new contracts until the acquisition is finalized which means no produce deliveries
Advise,we could spend it on something nice like a trip
Complain,with deliveries down everyones worried about their jobs
Apologise,amy sosa sorry i didnt see you there
Complain,the vision center sucks and i need money
Joke,i hate you too
Comfort,shes gonna feel so sorry she dumped you
Complain,ugh what a bummer about the union
Apologise,im sorry i should not have unloaded on you like that
Inform,i do need you to sign a form as it is a high ticket item
Ask for help,so please dont tell hr
Introduce,sandra this is tony one of my original foster kids
Taunt,ugh good luck jerry
Complain,and now i cant just pick mateo without everyone thinking im playing favorites the way they thought i was giving you special treatment
Leave,i got a party meeting so let you guys have some time
Prevent,whatever you cant go in there
Criticize,when you could have just brought me my stuff
Arrange,mateo if you could move salvage off the floor
Complain,of course corporate takes care of the managers and the rest of us get the scraps
Apologise,sorry its the first thing that came to my mind
Praise,gosh its just so nice to be doing something positive
Taunt,a dog can do it
Criticize,mateo just tried to fire me
Prevent,okay guys i dont think the nice sales lady needs to hear all of this
Care,here whats that right there
Oppose,i mean a pervert for pervin
Complain,dina i am sorry but you were texting me so much that i couldnt even do my work
Comfort,no nobody is getting fired today all right
Criticize,i cant believe you were spying on us
Apologise,im sorry
Arrange,jen went home sick so im putting you on deli
Ask for help,for amys goodbye party and i was hoping that you could come up with some electronic photos of her time here
Complain,i just dont feel comfortable working near a crazy person
Inform,so look we have altered merchandise a documented history of returns
Prevent,hey can you two stop scissoring each other
Prevent,wait dont eat that
Complain,look i dont even have the energy to be mad
Greet,hey
Oppose,i wasnt yelling
Arrange,and again mateo
Introduce,its called the rusty spaniard
Arrange,finish her sosa
Ask for help,yeah well we need your help back in the store
Praise,these people are so cool theyre theyre passionate theyre progressive
Greet,hey
Complain,you couldve just said
Advise,we should just give it to cheyenne
Introduce,hes my cousin
Ask for help,would you maybe mention to your tita irma that i sort of like made all of this possible
Apologise,sorry im late
Taunt,no you dont get a gift card for every stupid little army man
Thank,hey i just wanted to say thank you
Inform,i can do it for but thats final
Complain,and its driving me crazy
Criticize,you think you can treat us like crap just because you have a nice job and a nice coat
Complain,it was supposed to last a month and those monsters ate it in a day
Prevent,this isnt the time amy
Inform,okay then i guess from now on you all answer to glenn a man
Inform,look we have to find this bunny
Taunt,your body has literally no muscle
Care,hello there hows your day going
Complain,i cant handle a full afternoon of her fake drunk voice
Criticize,are you blackmailing me
Thank,thanks
Apologise,look im sorry about all the you know the ice
Greet,good afternoon maam
Care,oh you look so sad right now
Leave,i am gonna do some paperwork in my car
Complain,too narrow
Apologise,im sorry dad but its true
Inform,this is why workplaces need secure dedicated aviaries
Inform,tony is in the store and he would like me to open up the condom case
Taunt,you know lying is a big part of syrian culture
Complain,instead of taking five different buses to work
Advise,cant we just use the video of me
Praise,we did it
Arrange,this is my domain and i say take it down
Joke,its a lot of build up for a tiny little achoo
Thank,oh my god thank you
Praise,i like you amy
Complain,its too bad cause that really hurt
Praise,it was it was a great day
Advise,we could all help bring in the christmas tree
Inform,somebody parked their volvo in your spot
Comfort,you will be throwing away
Apologise,oh i am so sorry
Agree,oh yeah sure
Flaunt,glenn and i were top dogs in this doghouse
Praise,garrett hes clever and funny
Advise,ooh or we could have like a bunch of lizards there
Care,its gonna be hard to leave this place huh
Greet,hey
Comfort,but youre gonna be okay youve got this
Flaunt,i know this backwards and forwards
Apologise,right sorry yeah no i
Care,are you okay
Inform,customers are advised to get home before conditions worsen
Comfort,lets all just relax okay
Inform,dinas looking for you too
Leave,scuse me
Thank,oh really thank you so much
Care,whoa you okay there
Advise,couldnt you just donate and not post
Taunt,shes uh the like super annoying one
Introduce,its the traditional last doll
Praise,that is so funny
Flaunt,my official ordination license
Introduce,this is myrtles favorite drink
Arrange,so some of you are gonna be working on that with dina
Apologise,oh sorry uh mateo
Prevent,no glenn feet
Leave,im going to hang out
Complain,ugh i miss my phone
Complain,so were only allowed to be in the break room
Leave,so i really need to get to a mens room
Thank,thank you for your patience
Complain,its just this is like the worst thing ive ever done
Criticize,this is your third strike this month
Praise,so cute and cozy in here
Inform,they were discontinued seven years ago
Comfort,okay guys settle down
Arrange,ah here do some paperwork
Complain,yeah like certain employees always asking to touch my hair
Praise,you delivered it funny
Flaunt,im awesome at spin the bottle
Complain,its something besides my legs are really cold
Complain,the last few months have been rough
Inform,ford chrysler that means you
Inform,submit it to me for verification
Comfort,its fine ill just piece together
Leave,yeah cool give me the gift card
Thank,thank you so much
Inform,because we had an overstock
Oppose,no no not because of this
Praise,like what your numbers are good
Advise,lets take a five
Thank,dina we cant thank you enough for giving us such
Arrange,sorry um uh sayid um youre gonna have to come in a little early tomorrow to help out
Complain,and i thought whoa that could really mess up dinner
Greet,hello there
Introduce,this is uh blaine neustadt
Inform,shes taking a saxophone lesson
Advise,take him out to a nice dinner
Prevent,oh yeah yeah yeah yeah yeah yeah yeah
Complain,i have enough to worry about today
Joke,hes like a major fox
Taunt,look who i caught red handed with your pants down and egg all over your tiny tiny bush baby face
Complain,this is so unfair
Flaunt,i mean my personalitys a homerun
Ask for help,so if someone could clean that up
Praise,ooh like a bird belly
Care,so youre good
Criticize,you told me to fire my dog walker
Agree,okay
Inform,lets just make sure that everything is restocked
Prevent,no no no no no stop
Advise,we should ask if the cereal was meant to be taken home
Agree,okay all right
Inform,it looks like were one package short
Praise,great job on these baskets man you really knocked that one out of the park
Introduce,uh its this place off of called barrel and sage
Care,ozark highlands how are we doing
Arrange,i want you all to take out your corporate approved workbooks and just rip them up
Praise,thats my girl
Ask for help,im running out of options so please put me on the team
Complain,um thats thats sexist
Care,wait you made all that money today
Thank,yeah thanks
Praise,eric is cute and he seems nice
Care,jeff what are you doing here
Praise,yeah you know its fun its cool
Thank,thank you for bringing this to my attention
Arrange,youre gonna hold a meeting and youre gonna compile a list of all the racist stuff that corporate needs to talk about
Introduce,hes your new dad
Complain,that wasnt fair
Apologise,hey sorry about that
Comfort,not to worry ive been texting with titus
Flaunt,plus feel my hands theyre soft like puppy fur
Advise,um how about i go buy us a christmas tree
Thank,thank you
Praise,and april was kinda fun
Thank,thank you glenn its fine
Inform,well the next bus is gonna get here in minutes
Criticize,youve just been barking orders at us all day
Arrange,and when you fall down you gotta take a sip
Inform,were limiting toilet paper to one pack per household
Complain,why do i need to describe this to you
Praise,its really nice
Criticize,what have you done to me
Advise,so i thought it would be good for us to practice you know
Complain,man this company is so cheap they never send enough people
Introduce,these are called pastelitos de perro
Inform,jonah amy i just got off the phone with pastor craig and weve decided what im gonna do with myrtles money
Care,what happened
Joke,ride em cowgirl
Introduce,well theyre theyre headphones
Complain,yeah by running its employees into the ground
Thank,right thank you for understanding
Advise,oh we can just use the ones under mateos eyes
Praise,smart
Introduce,its a cereal bar
Inform,they discontinued them seven years ago
Thank,thank you happy th birthday
Greet,hey
Praise,cool shoes
Inform,jonah im not taking you off the schedule
Inform,yes except i already told corporate that i gave the job to blaine so
